user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
bin_m13.mxb183_sub	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	41.91	11	0.7533353154295077	N/A
bin_m13.mxb31	d__Bacteria;p__Firmicutes;c__Bacilli;o__Mycoplasmatales;f__Mycoplasmoidaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes;c__Bacilli;o__Mycoplasmatales;f__Mycoplasmoidaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	76.47	4	0.9075362722134143	N/A
bin_m13.mxb55_sub	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA11940;s__	N/A	N/A	N/A	N/A	N/A	GCA_013316055.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA11940;s__UBA11940 sp013316055	78.98	0.44	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA11940;s__	taxonomic classification defined by topology and ANI	N/A	GCA_003503945.1, s__UBA11940 sp003503945, 95.0, 78.23, 0.27; GCA_900549005.1, s__UBA11940 sp900549005, 95.0, 77.76, 0.16; GCA_003979335.1, s__UBA11940 sp003979335, 95.0, 77.7, 0.24	90.59	11	0.962612803095843	N/A
bin_m13.mxb57	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Parasutterella;s__	N/A	N/A	N/A	N/A	N/A	GCF_009767915.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Parasutterella;s__Parasutterella sp009767915	93.27	0.84	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Parasutterella;s__	taxonomic classification defined by topology and ANI	N/A	GCA_900552195.1, s__Parasutterella sp900552195, 95.0, 78.71, 0.34; GCA_900766055.1, s__Parasutterella sp900766055, 95.0, 78.55, 0.24; GCA_000980495.1, s__Parasutterella sp000980495, 95.0, 78.55, 0.27; GCF_000205025.1, s__Parasutterella excrementihominis, 95.0, 78.28, 0.23; GCA_900554375.1, s__Parasutterella sp900554375, 95.0, 78.2, 0.2	98.51	11	0.9978808717397896	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bin_m13.mxb60_sub	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11;s__	N/A	N/A	N/A	N/A	N/A	GCA_002499945.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11;s__TF01-11 sp002499945	84.14	0.69	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11;s__	taxonomic classification defined by topology and ANI	N/A	GCA_009774235.1, s__TF01-11 sp009774235, 95.0, 81.44, 0.55; GCA_002493085.1, s__TF01-11 sp002493085, 95.0, 80.07, 0.46; GCA_002361175.1, s__TF01-11 sp002361175, 95.0, 79.08, 0.42; GCF_003612285.1, s__TF01-11 sp003612285, 95.0, 77.7, 0.12; GCF_003611745.1, s__TF01-11 sp003611745, 95.0, 77.55, 0.12; GCA_014384965.1, s__TF01-11 sp003149875, 95.0, 77.51, 0.08; GCF_001414325.1, s__TF01-11 sp001414325, 95.0, 77.27, 0.11; GCF_003478335.1, s__TF01-11 sp003529475, 95.0, 77.17, 0.05; GCF_003478445.1, s__TF01-11 sp003524945, 95.0, 77.09, 0.05; GCA_000436755.1, s__TF01-11 sp000436755, 95.0, 77.02, 0.14; GCF_003481585.1, s__TF01-11 sp001916135, 95.0, 76.66, 0.05	93.61	11	0.9810573313296509	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bin_m13.mxb67_sub	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-95;s__	N/A	N/A	N/A	N/A	N/A	GCF_009917455.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-95;s__CAG-95 sp009917455	78.3	0.21	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-95;s__	taxonomic classification defined by topology and ANI	N/A	GCF_009917485.1, s__CAG-95 sp009917485, 95.0, 78.4, 0.17; GCF_003612395.1, s__CAG-95 sp003612395, 95.0, 78.4, 0.17; GCF_011959285.1, s__CAG-95 sp011959285, 95.0, 78.25, 0.12; GCF_009911035.1, s__CAG-95 sp009911035, 95.0, 77.71, 0.18; GCF_000403495.2, s__CAG-95 sp000403495, 95.0, 77.69, 0.14; GCA_900554925.1, s__CAG-95 sp900554925, 95.0, 77.51, 0.17; GCA_002492465.1, s__CAG-95 sp002492465, 95.0, 77.04, 0.16; GCF_003490145.1, s__CAG-95 sp900066375, 95.0, 77.02, 0.09; GCA_002490775.1, s__CAG-95 sp002490775, 95.0, 76.94, 0.1; GCA_009774465.1, s__CAG-95 sp009774465, 95.0, 76.77, 0.12; GCA_000436115.1, s__CAG-95 sp000436115, 95.0, 76.76, 0.14; GCA_900553305.1, s__CAG-95 sp900553305, 95.0, 76.64, 0.09; GCA_902766365.1, s__CAG-95 sp902766365, 95.0, 76.62, 0.07; GCA_000438155.1, s__CAG-95 sp000438155, 95.0, 76.52, 0.07	71.93	11	0.9602487722451962	Genome has more than 12.5% of markers with multiple hits
bin_m13.mxb7	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA11940;s__	N/A	N/A	N/A	N/A	N/A	GCA_003979335.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA11940;s__UBA11940 sp003979335	77.61	0.25	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA11940;s__	taxonomic classification defined by topology and ANI	N/A	GCA_013316055.1, s__UBA11940 sp013316055, 95.0, 78.2, 0.25; GCA_003503945.1, s__UBA11940 sp003503945, 95.0, 77.36, 0.19; GCA_900549005.1, s__UBA11940 sp900549005, 95.0, 76.99, 0.14	84.51	11	0.9648901831531222	N/A
bin_m13.vmb103	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__	N/A	N/A	N/A	N/A	N/A	GCA_001689485.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__UBA7173 sp001689485	81.29	0.58	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__	taxonomic classification defined by topology and ANI	N/A	GCA_013316535.1, s__UBA7173 sp013316535, 95.0, 79.28, 0.42; GCA_900540205.1, s__UBA7173 sp900540205, 95.0, 78.47, 0.31; GCF_004102785.1, s__UBA7173 sp002491305, 95.0, 78.26, 0.24; GCA_900545955.1, s__UBA7173 sp900545955, 95.0, 78.22, 0.25; GCA_013316675.1, s__UBA7173 sp013316675, 95.0, 77.88, 0.24; GCA_900546835.1, s__UBA7173 sp900546835, 95.0, 77.8, 0.25; GCF_900759895.1, s__UBA7173 sp900759895, 95.0, 77.74, 0.16; GCA_900555165.1, s__UBA7173 sp900555165, 95.0, 77.69, 0.21; GCA_001701135.1, s__UBA7173 sp001701135, 95.0, 77.55, 0.21; GCA_900548705.1, s__UBA7173 sp900548705, 95.0, 77.44, 0.16; GCF_004102805.1, s__UBA7173 sp004102805, 95.0, 77.41, 0.15; GCA_004557825.1, s__UBA7173 sp004557825, 95.0, 77.23, 0.2; GCA_001689685.1, s__UBA7173 sp001689685, 95.0, 77.14, 0.18; GCA_001915385.1, s__UBA7173 sp001915385, 95.0, 77.0, 0.12; GCA_900552325.1, s__UBA7173 sp900552325, 95.0, 76.87, 0.19	89.52	11	0.9901482324872025	N/A
bin_m13.vmb111	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__WRBF01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__WRBF01;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	92.5	11	0.7136512411417104	N/A
bin_m13.vmb114	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9502;s__UBA9502 sp003611875	GCF_003611875.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9502;s__UBA9502 sp003611875	96.2	0.82	GCF_003611875.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9502;s__UBA9502 sp003611875	96.2	0.82	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9502;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_003669055.1, s__UBA9502 sp003669055, 95.0, 79.12, 0.33; GCF_009911065.1, s__UBA9502 sp009911065, 95.0, 79.04, 0.37; GCA_900538475.1, s__UBA9502 sp900538475, 95.0, 77.45, 0.19; GCA_004554205.1, s__UBA9502 sp004554205, 95.0, 77.34, 0.16; GCA_900540335.1, s__UBA9502 sp900540335, 95.0, 77.24, 0.21; GCF_003478505.1, s__UBA9502 sp003478505, 95.0, 77.13, 0.11; GCF_003480315.1, s__UBA9502 sp003480315, 95.0, 77.09, 0.12; GCF_003481985.1, s__UBA9502 sp003506385, 95.0, 77.0, 0.1; GCF_003481825.1, s__UBA9502 sp003481825, 95.0, 76.89, 0.1; GCF_900770535.1, s__UBA9502 sp900770535, 95.0, 76.66, 0.13; GCA_900555625.1, s__UBA9502 sp900555625, 95.0, 76.39, 0.11	91.86	11	N/A	N/A
bin_m13.vmb131	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA11940;s__	N/A	N/A	N/A	N/A	N/A	GCA_003979335.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA11940;s__UBA11940 sp003979335	78.42	0.35	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA11940;s__	taxonomic classification defined by topology and ANI	N/A	GCA_013316055.1, s__UBA11940 sp013316055, 95.0, 78.61, 0.35; GCA_003503945.1, s__UBA11940 sp003503945, 95.0, 77.68, 0.24; GCA_900549005.1, s__UBA11940 sp900549005, 95.0, 77.22, 0.18	87.59	11	0.9688917995161308	N/A
bin_m13.vmb150	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__MD308;s__	N/A	N/A	N/A	N/A	N/A	GCA_010206225.2	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__MD308;s__MD308 sp010206225	86.36	0.7	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__MD308;s__	taxonomic classification defined by topology and ANI	N/A	GCF_000403475.2, s__MD308 sp000403475, 95.0, 80.18, 0.48	68.41	11	0.9849855217627629	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bin_m13.vmb30	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Rodentibacter;s__Rodentibacter sp001999425	GCF_001999425.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Rodentibacter;s__Rodentibacter sp001999425	95.96	0.9	GCF_001999425.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Rodentibacter;s__Rodentibacter sp001999425	95.96	0.9	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Rodentibacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_001019715.1, s__Rodentibacter heylii, 95.0, 92.38, 0.88; GCF_001998825.1, s__Rodentibacter mrazii, 95.0, 91.41, 0.8; GCF_001999335.1, s__Rodentibacter sp001999335, 95.0, 90.58, 0.83; GCF_000379905.1, s__Rodentibacter pneumotropicus, 95.0, 87.44, 0.8; GCF_002000485.1, s__Rodentibacter ratti, 95.0, 87.1, 0.8; GCF_001999285.1, s__Rodentibacter sp001999285, 95.0, 86.93, 0.74; GCF_001998965.1, s__Rodentibacter rarus, 95.0, 82.43, 0.64; GCF_002000545.1, s__Rodentibacter trehalosifermentans, 95.0, 82.31, 0.65; GCF_002000125.1, s__Rodentibacter heidelbergensis, 95.0, 82.02, 0.68; GCF_001999305.1, s__Rodentibacter myodis, 95.0, 80.82, 0.61; GCA_901420285.1, s__Rodentibacter sp901420285, 95.0, 79.09, 0.48	98.29	11	N/A	N/A
bin_m13.vmb37	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-552;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-552;g__;s__	taxonomic novelty determined using RED	N/A	N/A	43.24	11	0.7960151775030871	N/A
bin_m13.vmb72	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-552;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-552;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	93.15	11	0.8083816824812364	N/A
bin_m13.vmb79	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium ramosum	GCF_014131695.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium ramosum	99.63	0.92	GCF_014131695.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium ramosum	99.63	0.92	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_900102365.1, s__Erysipelatoclostridium cocleatum, 95.0, 81.02, 0.48; GCF_000686665.1, s__Erysipelatoclostridium saccharogumia, 95.0, 80.76, 0.44; GCF_000508865.1, s__Erysipelatoclostridium sp000508865, 95.0, 80.32, 0.44; GCF_002160495.1, s__Erysipelatoclostridium sp002160495, 95.0, 80.25, 0.46; GCF_000154805.1, s__Erysipelatoclostridium spiroforme, 95.0, 80.05, 0.46	92.85	11	N/A	N/A
bin_m13.vmb90	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282;s__	N/A	N/A	N/A	N/A	N/A	GCA_002491905.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282;s__UBA3282 sp002491905	84.35	0.63	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282;s__	taxonomic classification defined by topology and ANI	N/A	GCA_009774215.1, s__UBA3282 sp009774215, 95.0, 84.45, 0.66; GCF_003611805.1, s__UBA3282 sp003611805, 95.0, 84.13, 0.64; GCA_002361355.1, s__UBA3282 sp002361355, 95.0, 80.95, 0.58; GCA_009774175.1, s__UBA3282 sp009774175, 95.0, 80.77, 0.55; GCA_002490705.1, s__UBA3282 sp002490705, 95.0, 80.76, 0.55; GCA_002492725.1, s__UBA3282 sp002492725, 95.0, 80.27, 0.47; GCA_002490835.1, s__UBA3282 sp002490835, 95.0, 79.98, 0.43; GCA_002361735.1, s__UBA3282 sp002361735, 95.0, 79.85, 0.47; GCA_002493835.1, s__UBA3282 sp002493835, 95.0, 79.31, 0.37; GCF_003612405.1, s__UBA3282 sp003612405, 95.0, 78.52, 0.29; GCA_002492525.1, s__UBA3282 sp002492525, 95.0, 78.2, 0.29; GCA_009774655.1, s__UBA3282 sp009774655, 95.0, 77.99, 0.22; GCA_009774585.1, s__UBA3282 sp009774585, 95.0, 77.38, 0.17; GCA_009774575.1, s__UBA3282 sp009774575, 95.0, 77.33, 0.2	90.15	11	0.9843520376571719	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bin_m14.cct152	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1071;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	92.85	11	0.9759943173178458	N/A
bin_m14.cct71	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__UBA3700;g__RACS-045;s__	N/A	N/A	N/A	N/A	N/A	GCA_013316135.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__UBA3700;g__RACS-045;s__RACS-045 sp013316135	85.5	0.87	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__UBA3700;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	90.91	11	0.9891937648623673	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bin_m14.mtb117_sub	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA9475;s__	N/A	N/A	N/A	N/A	N/A	GCA_004560375.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA9475;s__UBA9475 sp004560375	83.43	0.4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA9475;s__	taxonomic classification defined by topology and ANI	N/A	GCF_002161675.1, s__UBA9475 sp002161675, 95.0, 79.27, 0.21; GCA_900549885.1, s__UBA9475 sp900549885, 95.0, 78.91, 0.19; GCF_002161235.1, s__UBA9475 sp002161235, 95.0, 78.79, 0.18; GCA_003534045.1, s__UBA9475 sp003534045, 95.0, 78.15, 0.28; GCA_900554075.1, s__UBA9475 sp900554075, 95.0, 77.47, 0.15	68.02	11	0.9749524496628145	N/A
bin_m14.mtb121	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__	N/A	N/A	N/A	N/A	N/A	GCF_011958945.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp011958945	86.7	0.65	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__	taxonomic classification defined by topology and ANI	N/A	GCF_009911195.1, s__Kineothrix sp009911195, 95.0, 84.59, 0.63; GCF_000403275.1, s__Kineothrix sp000403275, 95.0, 78.77, 0.32; GCA_003488965.1, s__Kineothrix sp003488965, 95.0, 78.38, 0.37; GCF_000732725.1, s__Kineothrix alysoides, 95.0, 77.32, 0.11; GCA_012520655.1, s__Kineothrix sp012520655, 95.0, 77.04, 0.18	89.46	11	0.9884765830451722	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bin_m14.mtb129	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	N/A	N/A	N/A	N/A	N/A	GCA_900544265.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp900544265	81.29	0.49	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification defined by topology and ANI	N/A	GCF_000312145.1, s__Alistipes senegalensis, 95.0, 81.13, 0.52; GCA_900541585.1, s__Alistipes sp900541585, 95.0, 80.99, 0.48; GCF_000210575.1, s__Alistipes shahii, 95.0, 80.97, 0.5; GCF_006542685.1, s__Alistipes dispar, 95.0, 80.94, 0.42; GCF_900083545.1, s__Alistipes provencensis, 95.0, 80.8, 0.51; GCF_900107675.1, s__Alistipes timonensis, 95.0, 80.76, 0.52; GCA_900553175.1, s__Alistipes sp900553175, 95.0, 80.76, 0.55; GCA_001941065.1, s__Alistipes sp001941065, 95.0, 80.69, 0.46; GCF_902362705.1, s__Alistipes sp002358415, 95.0, 80.68, 0.46; GCF_000265365.1, s__Alistipes finegoldii, 95.0, 80.61, 0.44; GCA_000434235.1, s__Alistipes sp000434235, 95.0, 80.53, 0.4; GCA_900549305.1, s__Alistipes sp900549305, 95.0, 80.46, 0.41; GCF_900604385.1, s__Alistipes megaguti, 95.0, 80.36, 0.43; GCF_002161445.1, s__Alistipes sp002161445, 95.0, 80.26, 0.44; GCF_000374505.1, s__Alistipes onderdonkii, 95.0, 80.23, 0.41; GCA_009774895.1, s__Alistipes sp009774895, 95.0, 80.18, 0.5; GCF_900290115.1, s__Alistipes sp900290115, 95.0, 79.96, 0.37; GCA_900542505.1, s__Alistipes sp900542505, 95.0, 79.95, 0.43; GCA_002428825.1, s__Alistipes sp002428825, 95.0, 79.86, 0.45; GCA_902388705.1, s__Alistipes sp902388705, 95.0, 79.85, 0.39; GCF_900021155.1, s__Alistipes sp900021155, 95.0, 79.34, 0.34; GCA_900552955.1, s__Alistipes sp900552955, 95.0, 79.27, 0.41; GCA_900760675.1, s__Alistipes sp900760675, 95.0, 78.9, 0.33; GCF_006542665.1, s__Alistipes communis, 95.0, 78.67, 0.35; GCF_902363575.1, s__Alistipes sp902363575, 95.0, 78.53, 0.29; GCF_000154465.1, s__Alistipes putredinis, 95.0, 78.52, 0.25; GCA_900550375.1, s__Alistipes sp900550375, 95.0, 78.48, 0.32; GCA_003979135.1, s__Alistipes sp003979135, 95.0, 78.2, 0.36; GCA_900550925.1, s__Alistipes sp900550925, 95.0, 77.67, 0.18; GCA_900546065.1, s__Alistipes sp900546065, 95.0, 77.65, 0.2; GCA_002362235.1, s__Alistipes sp002362235, 95.0, 77.62, 0.22; GCA_900761235.1, s__Alistipes sp900761235, 95.0, 77.35, 0.2; GCA_900548155.1, s__Alistipes sp900548155, 95.0, 77.32, 0.24; GCA_900769405.1, s__Alistipes sp900769405, 95.0, 77.08, 0.16; GCA_002293345.1, s__Alistipes sp002293345, 95.0, 76.62, 0.14; GCA_900768015.1, s__Alistipes sp900768015, 95.0, 76.43, 0.09	76.53	11	0.9842325694108541	Genome has more than 14.2% of markers with multiple hits
bin_m14.mtb131	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__	N/A	N/A	N/A	N/A	N/A	GCF_000403435.2	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp000403435	89.46	0.84	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__	taxonomic classification defined by topology and ANI	N/A	GCA_900544955.1, s__Dysosmobacter sp900544955, 95.0, 82.21, 0.48; GCA_900770295.1, s__Dysosmobacter sp900770295, 95.0, 81.67, 0.48; GCA_009774015.1, s__Dysosmobacter sp009774015, 95.0, 81.44, 0.46; GCA_009773995.1, s__Dysosmobacter sp009773995, 95.0, 81.37, 0.48; GCA_004558115.1, s__Dysosmobacter sp004558115, 95.0, 81.18, 0.51; GCF_005121165.1, s__Dysosmobacter welbionis, 95.0, 81.08, 0.5; GCA_900551885.1, s__Dysosmobacter sp900551885, 95.0, 80.71, 0.47; GCA_900556925.1, s__Dysosmobacter sp900556925, 95.0, 80.67, 0.43; GCA_900752075.1, s__Dysosmobacter sp900752075, 95.0, 80.47, 0.36; GCA_900548505.1, s__Dysosmobacter sp900548505, 95.0, 80.31, 0.44; GCA_900546705.1, s__Dysosmobacter sp900546705, 95.0, 80.16, 0.45; GCA_000436875.1, s__Dysosmobacter sp000436875, 95.0, 80.02, 0.41; GCA_900554425.1, s__Dysosmobacter sp900554425, 95.0, 80.01, 0.49; GCA_004553545.1, s__Dysosmobacter sp004553545, 95.0, 79.78, 0.35; GCA_900550685.1, s__Dysosmobacter sp900550685, 95.0, 79.69, 0.45; GCA_900763685.1, s__Dysosmobacter sp900763685, 95.0, 79.66, 0.42; GCF_014297375.1, s__Dysosmobacter sp014297375, 95.0, 79.55, 0.32; GCF_014297285.1, s__Dysosmobacter sp001916835, 95.0, 79.47, 0.35; GCA_900544615.1, s__Dysosmobacter sp900544615, 95.0, 79.31, 0.33; GCA_900544105.1, s__Dysosmobacter sp900544105, 95.0, 78.84, 0.34; GCF_900115635.1, s__Dysosmobacter sp900115635, 95.0, 78.83, 0.31; GCA_900542115.1, s__Dysosmobacter sp900542115, 95.0, 78.57, 0.33	95.29	11	0.9933031859499478	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bin_m14.mtb143	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__	N/A	N/A	N/A	N/A	N/A	GCF_000403355.2	95.0	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia caecimuris	88.47	0.79	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__	taxonomic classification defined by topology and ANI	N/A	GCF_008831045.1, s__Adlercreutzia muris, 95.0, 85.78, 0.68; GCF_000422625.1, s__Adlercreutzia mucosicola, 95.0, 85.26, 0.59; GCF_000478885.1, s__Adlercreutzia equolifaciens, 95.0, 84.01, 0.64; GCF_011405655.1, s__Adlercreutzia celatus_A, 95.0, 83.88, 0.66	45.21	11	0.9913438390650842	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bin_m14.mtb145_sub	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UBA5026;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UBA5026;s__	taxonomic classification fully defined by topology	N/A	N/A	52.13	11	0.946081395968193	N/A
