user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
C04M3_subsampled_40Gb_bin.45	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	52.65	11	0.9035157296192935	N/A
C04M3_subsampled_40Gb_bin.46	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3402;s__	N/A	N/A	N/A	N/A	N/A	GCA_002358555.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3402;s__UBA3402 sp002358555	77.2	0.17	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3402;s__	taxonomic classification defined by topology and ANI	N/A	GCF_003478355.1, s__UBA3402 sp003478355, 95.0, 77.19, 0.1	94.46	11	0.9501445188516041	N/A
C04M3_subsampled_40Gb_bin.47	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__	N/A	N/A	N/A	N/A	N/A	GCF_000403435.2	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp000403435	82.71	0.74	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__	taxonomic classification defined by topology and ANI	N/A	GCA_900544955.1, s__Dysosmobacter sp900544955, 95.0, 79.24, 0.39; GCA_004558115.1, s__Dysosmobacter sp004558115, 95.0, 79.01, 0.3; GCA_900770295.1, s__Dysosmobacter sp900770295, 95.0, 78.91, 0.38; GCA_009773995.1, s__Dysosmobacter sp009773995, 95.0, 78.74, 0.36; GCF_005121165.1, s__Dysosmobacter welbionis, 95.0, 78.73, 0.37; GCA_009774015.1, s__Dysosmobacter sp009774015, 95.0, 78.71, 0.39; GCA_900752075.1, s__Dysosmobacter sp900752075, 95.0, 78.62, 0.16; GCA_900551885.1, s__Dysosmobacter sp900551885, 95.0, 78.26, 0.29; GCA_900548505.1, s__Dysosmobacter sp900548505, 95.0, 78.22, 0.28; GCA_900546705.1, s__Dysosmobacter sp900546705, 95.0, 78.06, 0.28; GCA_900554425.1, s__Dysosmobacter sp900554425, 95.0, 78.01, 0.27; GCA_900556925.1, s__Dysosmobacter sp900556925, 95.0, 78.01, 0.18; GCF_900115635.1, s__Dysosmobacter sp900115635, 95.0, 77.88, 0.25; GCA_000436875.1, s__Dysosmobacter sp000436875, 95.0, 77.86, 0.31; GCA_900550685.1, s__Dysosmobacter sp900550685, 95.0, 77.77, 0.24; GCA_900544615.1, s__Dysosmobacter sp900544615, 95.0, 77.76, 0.24; GCF_014297285.1, s__Dysosmobacter sp001916835, 95.0, 77.72, 0.24; GCF_014297375.1, s__Dysosmobacter sp014297375, 95.0, 77.68, 0.28; GCA_004553545.1, s__Dysosmobacter sp004553545, 95.0, 77.45, 0.16; GCA_900542115.1, s__Dysosmobacter sp900542115, 95.0, 77.33, 0.18; GCA_900544105.1, s__Dysosmobacter sp900544105, 95.0, 77.13, 0.2; GCA_900763685.1, s__Dysosmobacter sp900763685, 95.0, 77.04, 0.12	54.16	11	0.9882888374496269	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
C04M3_subsampled_40Gb_bin.48	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__ASTD01;s__	N/A	N/A	N/A	N/A	N/A	GCF_009830285.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__ASTD01;s__ASTD01 sp009830285	82.68	0.61	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__ASTD01;s__	taxonomic classification defined by topology and ANI	N/A	GCF_011960625.1, s__ASTD01 sp011960625, 95.0, 82.92, 0.59; GCF_000403455.2, s__ASTD01 sp000403455, 95.0, 80.12, 0.39; GCA_009774295.1, s__ASTD01 sp009774295, 95.0, 78.85, 0.43	91.01	11	0.9829595896525425	N/A
C04M3_subsampled_40Gb_bin.49	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__QXXE01;s__	N/A	N/A	N/A	N/A	N/A	GCF_009911355.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__QXXE01;s__QXXE01 sp009911355	78.9	0.29	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	64.78	11	0.9705814784981294	N/A
C04M3_subsampled_40Gb_bin.5	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia muris	GCF_008831045.1	95.0	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia muris	98.09	0.94	GCF_008831045.1	95.0	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia muris	98.09	0.94	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000403355.2, s__Adlercreutzia caecimuris, 95.0, 91.39, 0.8; GCF_000422625.1, s__Adlercreutzia mucosicola, 95.0, 89.49, 0.73; GCF_011405655.1, s__Adlercreutzia celatus_A, 95.0, 84.95, 0.66; GCF_000478885.1, s__Adlercreutzia equolifaciens, 95.0, 84.67, 0.67	72.07	11	N/A	N/A
C04M3_subsampled_40Gb_bin.50	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1405;s__	N/A	N/A	N/A	N/A	N/A	GCA_002305685.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1405;s__UBA1405 sp002305685	76.61	0.09	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	95.24	11	0.9218072702233611	N/A
C04M3_subsampled_40Gb_bin.51	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__ASTD01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__ASTD01;s__	ANI	N/A	GCF_009830285.1, s__ASTD01 sp009830285, 95.0, 81.16, 0.53; GCF_011960625.1, s__ASTD01 sp011960625, 95.0, 80.75, 0.44; GCF_000403455.2, s__ASTD01 sp000403455, 95.0, 79.51, 0.37; GCA_009774295.1, s__ASTD01 sp009774295, 95.0, 78.62, 0.39	74.23	11	0.9758126726720829	N/A
C04M3_subsampled_40Gb_bin.52	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__	N/A	N/A	N/A	N/A	N/A	GCF_003612485.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp003612485	78.92	0.3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__	taxonomic classification defined by topology and ANI	N/A	GCF_900248245.1, s__Acetatifactor muris, 95.0, 78.33, 0.2; GCA_002490995.1, s__Acetatifactor sp002490995, 95.0, 78.31, 0.29; GCF_011959105.1, s__Acetatifactor sp011959105, 95.0, 77.47, 0.16; GCA_014337175.1, s__Acetatifactor sp900066365, 95.0, 77.21, 0.08; GCF_003584705.1, s__Acetatifactor sp900066565, 95.0, 77.1, 0.08; GCA_009177215.1, s__Acetatifactor sp009177215, 95.0, 76.79, 0.08; GCF_900772845.1, s__Acetatifactor sp900772845, 95.0, 76.71, 0.08; GCA_002368865.1, s__Acetatifactor sp002368865, 95.0, 76.66, 0.07; GCA_902796105.1, s__Acetatifactor sp902796105, 95.0, 76.65, 0.09; GCA_900554205.1, s__Acetatifactor sp900554205, 95.0, 76.64, 0.11; GCA_900320485.1, s__Acetatifactor sp900320485, 95.0, 76.62, 0.08; GCA_002431915.1, s__Acetatifactor sp002431915, 95.0, 76.58, 0.09; GCF_900766575.1, s__Acetatifactor sp900766575, 95.0, 76.55, 0.1; GCF_900755865.1, s__Acetatifactor sp900755865, 95.0, 76.49, 0.1; GCA_003447295.1, s__Acetatifactor sp003447295, 95.0, 76.46, 0.1; GCF_900771995.1, s__Acetatifactor sp900771995, 95.0, 76.44, 0.14; GCF_900760705.1, s__Acetatifactor sp900760705, 95.0, 76.23, 0.08; GCA_902766425.1, s__Acetatifactor sp902766425, 95.0, 76.13, 0.09; GCA_002314715.1, s__Acetatifactor sp002314715, 95.0, 75.58, 0.03	91.01	11	0.9752945952331372	N/A
C04M3_subsampled_40Gb_bin.53	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__ASF356;s__	N/A	N/A	N/A	N/A	N/A	GCF_000364165.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__ASF356;s__ASF356 sp000364165	83.58	0.84	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	57.67	11	0.9537631598930405	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
C04M3_subsampled_40Gb_bin.54	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella muris	GCF_003024805.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella muris	98.65	0.91	GCF_003024805.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella muris	98.65	0.91	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900544535.1, s__Duncaniella sp900544535, 95.0, 82.24, 0.67; GCF_004803915.1, s__Duncaniella dubosii, 95.0, 79.95, 0.39; GCF_004766125.1, s__Duncaniella freteri, 95.0, 79.24, 0.17; GCF_003762875.1, s__Duncaniella sp001689575, 95.0, 78.7, 0.27; GCA_002494015.1, s__Duncaniella sp002494015, 95.0, 78.18, 0.18; GCA_001701225.1, s__Duncaniella sp001701225, 95.0, 78.13, 0.21; GCA_001689495.1, s__Duncaniella sp001689495, 95.0, 78.04, 0.27; GCF_900762315.1, s__Duncaniella sp900762315, 95.0, 78.01, 0.2; GCA_900549445.1, s__Duncaniella sp900549445, 95.0, 77.82, 0.2	96.96	11	N/A	N/A
C04M3_subsampled_40Gb_bin.55	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__UBA7173 sp001689485	GCA_001689485.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__UBA7173 sp001689485	99.16	0.88	GCA_001689485.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__UBA7173 sp001689485	99.16	0.88	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_013316535.1, s__UBA7173 sp013316535, 95.0, 78.92, 0.42; GCF_004102785.1, s__UBA7173 sp002491305, 95.0, 78.75, 0.19; GCF_004102805.1, s__UBA7173 sp004102805, 95.0, 78.55, 0.16; GCA_900540205.1, s__UBA7173 sp900540205, 95.0, 78.4, 0.27; GCA_900545955.1, s__UBA7173 sp900545955, 95.0, 78.3, 0.21; GCA_013316675.1, s__UBA7173 sp013316675, 95.0, 78.24, 0.27; GCA_900546835.1, s__UBA7173 sp900546835, 95.0, 77.99, 0.22; GCA_004557825.1, s__UBA7173 sp004557825, 95.0, 77.69, 0.17; GCA_001701135.1, s__UBA7173 sp001701135, 95.0, 77.68, 0.17; GCA_001689685.1, s__UBA7173 sp001689685, 95.0, 77.61, 0.16; GCF_900759895.1, s__UBA7173 sp900759895, 95.0, 77.55, 0.18; GCA_001915385.1, s__UBA7173 sp001915385, 95.0, 77.45, 0.11; GCA_900555165.1, s__UBA7173 sp900555165, 95.0, 77.29, 0.19; GCA_900548705.1, s__UBA7173 sp900548705, 95.0, 77.06, 0.15; GCA_900552325.1, s__UBA7173 sp900552325, 95.0, 76.75, 0.17; GCF_900768685.1, s__UBA7173 sp900768685, 95.0, 76.46, 0.05	96.33	11	N/A	N/A
C04M3_subsampled_40Gb_bin.56	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__	ANI	N/A	GCA_001689495.1, s__Duncaniella sp001689495, 95.0, 79.25, 0.32; GCA_001701225.1, s__Duncaniella sp001701225, 95.0, 78.81, 0.29; GCF_004766125.1, s__Duncaniella freteri, 95.0, 78.72, 0.19; GCF_003762875.1, s__Duncaniella sp001689575, 95.0, 78.66, 0.3; GCF_004803915.1, s__Duncaniella dubosii, 95.0, 78.6, 0.18; GCA_900544535.1, s__Duncaniella sp900544535, 95.0, 78.41, 0.26; GCF_003024805.1, s__Duncaniella muris, 95.0, 78.39, 0.23; GCA_900549445.1, s__Duncaniella sp900549445, 95.0, 78.01, 0.2; GCF_900762315.1, s__Duncaniella sp900762315, 95.0, 77.62, 0.17; GCA_002494015.1, s__Duncaniella sp002494015, 95.0, 77.4, 0.17	96.29	11	0.977380041005972	N/A
C04M3_subsampled_40Gb_bin.57	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UMGS1872;s__UMGS1872 sp014237695	GCA_014237695.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UMGS1872;s__UMGS1872 sp014237695	97.31	0.65	GCA_014237695.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UMGS1872;s__UMGS1872 sp014237695	97.31	0.65	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UMGS1872;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_009774055.1, s__UMGS1872 sp009774055, 95.0, 83.17, 0.59; GCA_902373635.1, s__UMGS1872 sp902373635, 95.0, 80.33, 0.39; GCA_900549475.1, s__UMGS1872 sp900549475, 95.0, 79.58, 0.3; GCA_900555795.1, s__UMGS1872 sp900555795, 95.0, 78.97, 0.33	79.17	11	N/A	N/A
C04M3_subsampled_40Gb_bin.58	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__	N/A	N/A	N/A	N/A	N/A	GCA_013316495.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella sp013316495	82.51	0.32	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__	taxonomic classification defined by topology and ANI	N/A	GCF_900104675.1, s__Angelakisella massiliensis, 95.0, 78.7, 0.13; GCA_004554485.1, s__Angelakisella sp004554485, 95.0, 77.22, 0.1; GCA_004557855.1, s__Angelakisella sp004557855, 95.0, 77.14, 0.11; GCA_003453215.1, s__Angelakisella sp003453215, 95.0, 77.07, 0.05; GCA_900547385.1, s__Angelakisella sp900547385, 95.0, 76.84, 0.08; GCA_900552845.1, s__Angelakisella sp900552845, 95.0, 76.34, 0.03	61.54	11	0.9642392761150679	N/A
C04M3_subsampled_40Gb_bin.59	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__COE1 sp000403335	GCF_000403335.2	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__COE1 sp000403335	98.61	0.87	GCF_000403335.2	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__COE1 sp000403335	98.61	0.87	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002492295.1, s__COE1 sp002492295, 95.0, 82.06, 0.66; GCF_000403215.1, s__COE1 sp000403215, 95.0, 79.99, 0.24; GCA_009774245.1, s__COE1 sp009774245, 95.0, 78.83, 0.2; GCA_009774345.1, s__COE1 sp009774345, 95.0, 78.36, 0.17; GCA_002358575.1, s__COE1 sp002358575, 95.0, 78.15, 0.17; GCA_014239155.1, s__COE1 sp014239155, 95.0, 78.08, 0.14; GCA_009774395.1, s__COE1 sp009774395, 95.0, 78.04, 0.15; GCF_011959805.1, s__COE1 sp011959805, 95.0, 77.79, 0.12; GCA_002490665.1, s__COE1 sp002490665, 95.0, 77.69, 0.21; GCF_900753305.1, s__COE1 sp900753305, 95.0, 77.62, 0.08; GCA_009774375.1, s__COE1 sp009774375, 95.0, 77.61, 0.13; GCA_001916965.1, s__COE1 sp001916965, 95.0, 77.61, 0.08; GCA_002491195.1, s__COE1 sp002491195, 95.0, 77.43, 0.15; GCA_003513705.1, s__COE1 sp003513705, 95.0, 77.14, 0.12	91.11	11	N/A	N/A
C04M3_subsampled_40Gb_bin.6	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__	N/A	N/A	N/A	N/A	N/A	GCA_009775125.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp001689665	89.49	0.84	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__	taxonomic classification defined by topology and ANI	N/A	GCA_004553485.1, s__CAG-873 sp004553485, 95.0, 77.74, 0.18; GCA_004552485.1, s__CAG-873 sp004552485, 95.0, 77.64, 0.18; GCA_004552725.1, s__CAG-873 sp004552725, 95.0, 77.59, 0.11; GCA_002493945.1, s__CAG-873 sp002493945, 95.0, 77.53, 0.16; GCA_009775225.1, s__CAG-873 sp009775225, 95.0, 77.5, 0.14; GCF_011959565.1, s__CAG-873 sp011959565, 95.0, 77.49, 0.11; GCA_002478045.1, s__CAG-873 sp002478045, 95.0, 77.39, 0.09; GCA_900548975.1, s__CAG-873 sp900548975, 95.0, 77.38, 0.18; GCA_009775265.1, s__CAG-873 sp009775265, 95.0, 77.26, 0.13; GCA_003979155.1, s__CAG-873 sp003979155, 95.0, 77.26, 0.12; GCA_002490635.1, s__CAG-873 sp002490635, 95.0, 77.16, 0.15; GCA_004554255.1, s__CAG-873 sp004554255, 95.0, 77.12, 0.09; GCA_009775275.1, s__CAG-873 sp009775275, 95.0, 77.05, 0.15; GCA_900554265.1, s__CAG-873 sp900554265, 95.0, 77.04, 0.15; GCF_900755985.1, s__CAG-873 sp900755985, 95.0, 76.98, 0.1; GCA_900550395.1, s__CAG-873 sp900550395, 95.0, 76.97, 0.14; GCA_900555715.1, s__CAG-873 sp900555715, 95.0, 76.95, 0.11; GCA_009775195.1, s__CAG-873 sp009775195, 95.0, 76.95, 0.14; GCA_900540625.1, s__CAG-873 sp900540625, 95.0, 76.94, 0.08; GCA_009775135.1, s__CAG-873 sp009775135, 95.0, 76.89, 0.12; GCA_002633115.1, s__CAG-873 sp002633115, 95.0, 76.88, 0.14; GCA_900541865.1, s__CAG-873 sp900541865, 95.0, 76.85, 0.13; GCA_900759845.1, s__CAG-873 sp900759845, 95.0, 76.81, 0.08; GCA_900554715.1, s__CAG-873 sp900554715, 95.0, 76.8, 0.13; GCA_001701165.1, s__CAG-873 sp001701165, 95.0, 76.53, 0.07; GCA_900759825.1, s__CAG-873 sp900759825, 95.0, 76.49, 0.13; GCA_002491245.1, s__CAG-873 sp002491245, 95.0, 76.48, 0.12; GCA_001689415.1, s__CAG-873 sp001689415, 95.0, 76.39, 0.1; GCA_009775535.1, s__CAG-873 sp009775535, 95.0, 76.21, 0.08	87.29	11	0.9970270410972594	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
C04M3_subsampled_40Gb_bin.60	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UMGS1370;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UMGS1370;s__	ANI	N/A	GCA_900551135.1, s__UMGS1370 sp900551135, 95.0, 79.26, 0.51; GCA_900542035.1, s__UMGS1370 sp900542035, 95.0, 79.15, 0.44; GCA_009774615.1, s__UMGS1370 sp009774615, 95.0, 78.26, 0.11	92.95	11	0.954860953969931	N/A
C04M3_subsampled_40Gb_bin.61	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__	N/A	N/A	N/A	N/A	N/A	GCF_000403275.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275	79.96	0.46	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__	taxonomic classification defined by topology and ANI	N/A	GCF_009911195.1, s__Kineothrix sp009911195, 95.0, 79.06, 0.37; GCA_003488965.1, s__Kineothrix sp003488965, 95.0, 79.05, 0.39; GCF_011958945.1, s__Kineothrix sp011958945, 95.0, 78.95, 0.31; GCF_000732725.1, s__Kineothrix alysoides, 95.0, 77.31, 0.13; GCA_012520655.1, s__Kineothrix sp012520655, 95.0, 77.24, 0.17	95.18	11	0.9692775522985532	N/A
C04M3_subsampled_40Gb_bin.62	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Paramuribaculum;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Paramuribaculum;s__	ANI	N/A	GCF_003762715.1, s__Paramuribaculum sp001689565, 95.0, 78.37, 0.11; GCF_900752995.1, s__Paramuribaculum sp900752995, 95.0, 77.94, 0.15; GCF_900759915.1, s__Paramuribaculum sp900759915, 95.0, 77.86, 0.19; GCA_009775605.1, s__Paramuribaculum sp009775605, 95.0, 77.81, 0.17; GCA_900551515.1, s__Paramuribaculum sp900551515, 95.0, 77.73, 0.2; GCA_001689535.1, s__Paramuribaculum sp001689535, 95.0, 77.71, 0.14; GCF_003024925.1, s__Paramuribaculum intestinale, 95.0, 77.62, 0.2; GCA_900553585.1, s__Paramuribaculum sp900553585, 95.0, 77.58, 0.1; GCA_900546365.1, s__Paramuribaculum sp900546365, 95.0, 77.55, 0.22; GCF_900759835.1, s__Paramuribaculum sp900759835, 95.0, 77.13, 0.09; GCA_000431155.1, s__Paramuribaculum sp000431155, 95.0, 77.09, 0.08; GCA_001701115.1, s__Paramuribaculum sp001701115, 95.0, 76.93, 0.09; GCF_900760855.1, s__Paramuribaculum sp900760855, 95.0, 76.64, 0.06	97.62	11	0.9461938062165417	N/A
C04M3_subsampled_40Gb_bin.63	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	94.7	11	0.7941111668571894	N/A
C04M3_subsampled_40Gb_bin.64	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__	N/A	N/A	N/A	N/A	N/A	GCF_009911645.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp009911645	83.61	0.52	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__	taxonomic classification defined by topology and ANI	N/A	GCF_000492175.1, s__Lawsonibacter sp000492175, 95.0, 84.32, 0.47; GCF_009911595.1, s__Lawsonibacter sp009911595, 95.0, 84.22, 0.47; GCF_003612335.1, s__Lawsonibacter sp003612335, 95.0, 83.73, 0.46; GCF_009917615.1, s__Lawsonibacter sp009917615, 95.0, 82.46, 0.47; GCA_900550705.1, s__Lawsonibacter sp900550705, 95.0, 80.92, 0.3; GCF_002160305.1, s__Lawsonibacter sp002160305, 95.0, 80.73, 0.28; GCF_003478995.1, s__Lawsonibacter sp003478995, 95.0, 80.41, 0.3; GCA_900549405.1, s__Lawsonibacter sp900549405, 95.0, 80.33, 0.25; GCF_014287875.1, s__Lawsonibacter sp014287875, 95.0, 80.26, 0.29; GCA_900545895.1, s__Lawsonibacter sp900545895, 95.0, 80.15, 0.28; GCF_003112755.1, s__Lawsonibacter asaccharolyticus, 95.0, 79.95, 0.28; GCF_003573975.1, s__Lawsonibacter sp900066825, 95.0, 79.94, 0.28; GCF_002161175.1, s__Lawsonibacter sp002161175, 95.0, 79.88, 0.24; GCA_900553135.1, s__Lawsonibacter sp900553135, 95.0, 79.77, 0.24; GCF_902363045.1, s__Lawsonibacter sp902363045, 95.0, 79.62, 0.29; GCA_900764755.1, s__Lawsonibacter sp900764755, 95.0, 79.57, 0.24; GCF_008727735.1, s__Lawsonibacter sp000177015, 95.0, 79.4, 0.23; GCA_900766145.1, s__Lawsonibacter sp900766145, 95.0, 79.4, 0.26; GCF_902362775.1, s__Lawsonibacter sp900066645, 95.0, 79.33, 0.23; GCA_900763995.1, s__Lawsonibacter sp900763995, 95.0, 78.0, 0.18; GCA_900754605.1, s__Lawsonibacter sp900754605, 95.0, 77.69, 0.17	58.07	11	0.9883622190582155	N/A
