user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	"other_related_references(genome_id,species_name,radius,ANI,AF)"	msa_percent	translation_table	red_value	warnings
Sa_bin.31.fa	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dielma;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	81.12	11	0.984741032	N/A
Sa_bin.32.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Harryflintia;s__	N/A	N/A	N/A	N/A	N/A	GCF_004340125.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Harryflintia;s__Harryflintia acetispora	77.47	0.16	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	84.14	11	0.918626363	N/A
Sa_bin.34.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	71.19	11	0.876747904	N/A
Sa_bin.35.fa	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__C-19;s__	N/A	N/A	N/A	N/A	N/A	GCF_009917405.1	95	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__C-19;s__C-19 sp009917405	76.63	0.12	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	76.16	11	0.949471017	N/A
Sa_bin.36.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Anaerovorax;s__	N/A	N/A	N/A	N/A	N/A	GCF_000426305.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Anaerovorax;s__Anaerovorax odorimutans	76.77	0.07	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	95.77	11	0.904051438	N/A
Sa_bin.37.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Murimonas;s__	N/A	N/A	N/A	N/A	N/A	GCA_003148945.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Murimonas;s__Murimonas intestini	84.22	0.75	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	80.42	11	0.986431712	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Sa_bin.38.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	72.21	11	0.908886046	N/A
Sa_bin.39.fa	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Mailhella;s__	N/A	N/A	N/A	N/A	N/A	GCA_900541395.1	95	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Mailhella;s__Mailhella sp900541395	81.19	0.6	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Mailhella;s__	taxonomic classification defined by topology and ANI	N/A	"GCA_003150275.1, s__Mailhella sp003150275, 95.0, 78.04, 0.26; GCF_900155525.1, s__Mailhella massiliensis, 95.0, 77.99, 0.2; GCA_900555975.1, s__Mailhella sp900555975, 95.0, 77.89, 0.2; GCA_900553065.1, s__Mailhella sp900553065, 95.0, 77.78, 0.21; GCF_900770205.1, s__Mailhella sp900770205, 95.0, 77.35, 0.12; GCA_902783285.1, s__Mailhella sp902783285, 95.0, 77.33, 0.16; GCA_003512875.1, s__Mailhella sp003512875, 95.0, 76.61, 0.02"	90.09	11	0.961664554	N/A
Sa_bin.42.fa	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA3830;f__UBA3830;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	89.22	11	0.805665166	N/A
Sa_bin.43.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__	ANI	N/A	"GCF_000190535.1, s__Odoribacter splanchnicus, 95.0, 78.18, 0.32; GCA_900548135.1, s__Odoribacter sp900548135, 95.0, 78.12, 0.28; GCA_900762515.1, s__Odoribacter sp900762515, 95.0, 78.11, 0.31; GCF_009935865.1, s__Odoribacter sp009935865, 95.0, 78.01, 0.31; GCA_900541415.1, s__Odoribacter sp900541415, 95.0, 77.55, 0.2; GCA_900544025.1, s__Odoribacter sp900544025, 95.0, 77.52, 0.18; GCF_900091655.1, s__Odoribacter massiliensis, 95.0, 76.97, 0.18; GCF_000243215.1, s__Odoribacter laneus, 95.0, 76.82, 0.15; GCA_002293375.1, s__Odoribacter sp002293375, 95.0, 75.96, 0.05"	87.65	11	0.978898755	N/A
Sa_bin.44.fa	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Paracaedibacterales;f__UBA11393;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Paracaedibacterales;f__UBA11393;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	78.54	11	0.772343167	N/A
Sa_bin.45.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	91.6	11	0.885557537	N/A
Sa_bin.49.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	94.08	11	0.861968244	N/A
Sa_bin.51.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	N/A	N/A	N/A	N/A	N/A	GCF_902363575.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp902363575	79.3	0.47	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification defined by topology and ANI	N/A	"GCA_009774895.1, s__Alistipes sp009774895, 95.0, 80.22, 0.55; GCA_900553175.1, s__Alistipes sp900553175, 95.0, 80.1, 0.49; GCF_902362705.1, s__Alistipes sp002358415, 95.0, 80.07, 0.46; GCF_006542685.1, s__Alistipes dispar, 95.0, 79.97, 0.49; GCA_900544265.1, s__Alistipes sp900544265, 95.0, 79.96, 0.48; GCF_000210575.1, s__Alistipes shahii, 95.0, 79.67, 0.51; GCA_900541585.1, s__Alistipes sp900541585, 95.0, 79.57, 0.47; GCA_000434235.1, s__Alistipes sp000434235, 95.0, 79.53, 0.43; GCF_900290115.1, s__Alistipes sp900290115, 95.0, 79.5, 0.46; GCF_000312145.1, s__Alistipes senegalensis, 95.0, 79.49, 0.48; GCF_900021155.1, s__Alistipes sp900021155, 95.0, 79.49, 0.48; GCF_000265365.1, s__Alistipes finegoldii, 95.0, 79.44, 0.47; GCF_900083545.1, s__Alistipes provencensis, 95.0, 79.41, 0.49; GCF_900604385.1, s__Alistipes megaguti, 95.0, 79.19, 0.43; GCA_900542505.1, s__Alistipes sp900542505, 95.0, 79.13, 0.43; GCF_002161445.1, s__Alistipes sp002161445, 95.0, 79.13, 0.41; GCA_900552955.1, s__Alistipes sp900552955, 95.0, 79.1, 0.43; GCF_006542665.1, s__Alistipes communis, 95.0, 79.07, 0.45; GCA_001941065.1, s__Alistipes sp001941065, 95.0, 79.05, 0.43; GCF_900107675.1, s__Alistipes timonensis, 95.0, 79.03, 0.45; GCA_900549305.1, s__Alistipes sp900549305, 95.0, 78.86, 0.31; GCF_000374505.1, s__Alistipes onderdonkii, 95.0, 78.84, 0.48; GCA_902388705.1, s__Alistipes sp902388705, 95.0, 78.72, 0.41; GCA_002428825.1, s__Alistipes sp002428825, 95.0, 78.62, 0.37; GCA_900550375.1, s__Alistipes sp900550375, 95.0, 78.62, 0.33; GCF_000154465.1, s__Alistipes putredinis, 95.0, 78.26, 0.33; GCA_900546065.1, s__Alistipes sp900546065, 95.0, 78.13, 0.23; GCA_900760675.1, s__Alistipes sp900760675, 95.0, 77.77, 0.3; GCA_002362235.1, s__Alistipes sp002362235, 95.0, 77.76, 0.21; GCA_003979135.1, s__Alistipes sp003979135, 95.0, 77.41, 0.27; GCA_900761235.1, s__Alistipes sp900761235, 95.0, 77.18, 0.18; GCA_900548155.1, s__Alistipes sp900548155, 95.0, 77.17, 0.2; GCA_900550925.1, s__Alistipes sp900550925, 95.0, 77.02, 0.16; GCA_900770585.1, s__Alistipes sp900770585, 95.0, 76.73, 0.12; GCA_002293345.1, s__Alistipes sp002293345, 95.0, 76.41, 0.13; GCA_900766655.1, s__Alistipes sp900766655, 95.0, 76.37, 0.03; GCA_900769445.1, s__Alistipes sp900769445, 95.0, 76.3, 0.03; GCA_900769525.1, s__Alistipes sp900769525, 95.0, 76.25, 0.04; GCA_900769405.1, s__Alistipes sp900769405, 95.0, 76.22, 0.13; GCA_900768015.1, s__Alistipes sp900768015, 95.0, 76.2, 0.09; GCA_900770635.1, s__Alistipes sp900770635, 95.0, 75.9, 0.06; GCA_900769745.1, s__Alistipes sp900769745, 95.0, 75.66, 0.04; GCA_900768045.1, s__Alistipes sp900768045, 95.0, 75.5, 0.03"	85.15	11	0.960166107	N/A
Sa_bin.55.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	N/A	N/A	N/A	N/A	N/A	GCA_009774895.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp009774895	79.44	0.54	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification defined by topology and ANI	N/A	"GCF_900021155.1, s__Alistipes sp900021155, 95.0, 78.61, 0.44; GCF_000265365.1, s__Alistipes finegoldii, 95.0, 78.37, 0.36; GCF_006542685.1, s__Alistipes dispar, 95.0, 78.25, 0.33; GCA_900541585.1, s__Alistipes sp900541585, 95.0, 78.23, 0.32; GCF_000312145.1, s__Alistipes senegalensis, 95.0, 78.17, 0.35; GCF_000210575.1, s__Alistipes shahii, 95.0, 78.13, 0.34; GCA_902388705.1, s__Alistipes sp902388705, 95.0, 78.11, 0.33; GCA_001941065.1, s__Alistipes sp001941065, 95.0, 78.03, 0.3; GCF_900083545.1, s__Alistipes provencensis, 95.0, 77.98, 0.33; GCA_900549305.1, s__Alistipes sp900549305, 95.0, 77.95, 0.24; GCF_000374505.1, s__Alistipes onderdonkii, 95.0, 77.92, 0.35; GCF_900107675.1, s__Alistipes timonensis, 95.0, 77.91, 0.32; GCA_900544265.1, s__Alistipes sp900544265, 95.0, 77.9, 0.28; GCF_006542665.1, s__Alistipes communis, 95.0, 77.81, 0.26; GCF_902363575.1, s__Alistipes sp902363575, 95.0, 77.81, 0.3; GCF_000154465.1, s__Alistipes putredinis, 95.0, 77.79, 0.24; GCF_902362705.1, s__Alistipes sp002358415, 95.0, 77.79, 0.27; GCF_900290115.1, s__Alistipes sp900290115, 95.0, 77.78, 0.27; GCF_002161445.1, s__Alistipes sp002161445, 95.0, 77.77, 0.28; GCA_900542505.1, s__Alistipes sp900542505, 95.0, 77.75, 0.28; GCA_900553175.1, s__Alistipes sp900553175, 95.0, 77.73, 0.35; GCA_002428825.1, s__Alistipes sp002428825, 95.0, 77.67, 0.31; GCF_900604385.1, s__Alistipes megaguti, 95.0, 77.63, 0.29; GCA_000434235.1, s__Alistipes sp000434235, 95.0, 77.6, 0.28; GCA_900760675.1, s__Alistipes sp900760675, 95.0, 77.53, 0.22; GCA_900552955.1, s__Alistipes sp900552955, 95.0, 77.45, 0.25; GCA_900550375.1, s__Alistipes sp900550375, 95.0, 77.38, 0.2; GCA_003979135.1, s__Alistipes sp003979135, 95.0, 77.31, 0.23; GCA_900546065.1, s__Alistipes sp900546065, 95.0, 77.26, 0.12; GCA_900548155.1, s__Alistipes sp900548155, 95.0, 77.01, 0.14; GCA_900769445.1, s__Alistipes sp900769445, 95.0, 77.0, 0.03; GCA_900769405.1, s__Alistipes sp900769405, 95.0, 76.71, 0.08; GCA_900761235.1, s__Alistipes sp900761235, 95.0, 76.71, 0.11; GCA_900768045.1, s__Alistipes sp900768045, 95.0, 76.56, 0.03; GCA_002362235.1, s__Alistipes sp002362235, 95.0, 76.52, 0.11; GCA_900769745.1, s__Alistipes sp900769745, 95.0, 76.52, 0.04; GCA_900770585.1, s__Alistipes sp900770585, 95.0, 76.45, 0.05; GCA_900768015.1, s__Alistipes sp900768015, 95.0, 76.33, 0.04; GCA_900770635.1, s__Alistipes sp900770635, 95.0, 76.32, 0.04; GCA_002293345.1, s__Alistipes sp002293345, 95.0, 76.29, 0.07; GCA_900550925.1, s__Alistipes sp900550925, 95.0, 76.15, 0.1; GCA_900766655.1, s__Alistipes sp900766655, 95.0, 76.08, 0.02; GCA_900769525.1, s__Alistipes sp900769525, 95.0, 75.39, 0.02"	95.33	11	0.973939455	N/A
Sa_bin.57.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	N/A	N/A	N/A	N/A	N/A	GCA_900543295.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__UBA866 sp900543295	75.86	0.04	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	taxonomic classification defined by topology and ANI	N/A	"GCA_002295325.1, s__UBA866 sp002295325, 95.0, 74.9, 0.0"	69.19	11	0.913817011	N/A
Sa_bin.62.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__OM05-12;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	65.73	11	0.930072369	N/A
Sa_bin.63.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Harryflintia;s__	N/A	N/A	N/A	N/A	N/A	GCF_004340125.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Harryflintia;s__Harryflintia acetispora	77.58	0.16	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	85.37	11	0.918139741	N/A
Sa_bin.66.fa	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__C-19;s__	N/A	N/A	N/A	N/A	N/A	GCF_009917405.1	95	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__C-19;s__C-19 sp009917405	77.26	0.13	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	86.08	11	0.950923213	N/A
Sa_bin.68.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas;s__	N/A	N/A	N/A	N/A	N/A	GCF_004154955.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas;s__Intestinimonas butyriciproducens	80.25	0.46	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas;s__	taxonomic classification defined by topology and ANI	N/A	"GCF_900626145.1, s__Intestinimonas timonensis, 95.0, 81.53, 0.49; GCA_900540545.1, s__Intestinimonas sp900540545, 95.0, 81.43, 0.54; GCF_001244995.1, s__Intestinimonas massiliensis, 95.0, 80.57, 0.47"	73.93	11	0.974067437	N/A
Sa_bin.70.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	93.67	11	0.792783351	N/A
Sa_bin.75.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__	N/A	N/A	N/A	N/A	N/A	GCA_900555045.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp900555045	87.25	0.74	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__	taxonomic classification defined by topology and ANI	N/A	"GCF_902364025.1, s__Enterocloster lavalensis, 95.0, 82.31, 0.6; GCF_000158075.1, s__Enterocloster asparagiformis, 95.0, 82.21, 0.59; GCA_900555905.1, s__Enterocloster sp900555905, 95.0, 82.04, 0.44; GCA_900551225.1, s__Enterocloster sp900551225, 95.0, 79.32, 0.38; GCF_900753815.1, s__Enterocloster sp900753815, 95.0, 78.16, 0.17; GCA_900543885.1, s__Enterocloster sp900543885, 95.0, 78.05, 0.06; GCF_003434055.1, s__Enterocloster aldenensis, 95.0, 77.95, 0.21; GCF_000424325.1, s__Enterocloster clostridioformis_A, 95.0, 77.94, 0.2; GCA_900547035.1, s__Enterocloster sp900547035, 95.0, 77.92, 0.17; GCF_900113155.1, s__Enterocloster clostridioformis, 95.0, 77.84, 0.22; GCF_000155435.1, s__Enterocloster sp000155435, 95.0, 77.78, 0.23; GCF_003473545.1, s__Enterocloster sp000431375, 95.0, 77.72, 0.07; GCF_002234575.2, s__Enterocloster bolteae, 95.0, 77.71, 0.21; GCF_005845215.1, s__Enterocloster sp005845215, 95.0, 77.66, 0.22; GCF_013282095.1, s__Enterocloster sp900538485, 95.0, 77.6, 0.12; GCA_001304855.1, s__Enterocloster sp001304855, 95.0, 77.55, 0.18; GCF_900770345.1, s__Enterocloster sp900770345, 95.0, 77.51, 0.13; GCF_000233455.1, s__Enterocloster citroniae, 95.0, 77.5, 0.21; GCA_900549235.1, s__Enterocloster sp900549235, 95.0, 77.32, 0.16; GCF_009696375.1, s__Enterocloster sp900540675, 95.0, 77.23, 0.1; GCF_900759225.1, s__Enterocloster sp900759225, 95.0, 77.2, 0.15; GCF_001517625.2, s__Enterocloster sp001517625, 95.0, 77.14, 0.13; GCA_900541315.1, s__Enterocloster sp900541315, 95.0, 76.87, 0.07"	64.7	11	0.984148619	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Sa_bin.77.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	ANI	N/A	"GCF_000312145.1, s__Alistipes senegalensis, 95.0, 80.58, 0.51; GCA_900553175.1, s__Alistipes sp900553175, 95.0, 80.54, 0.56; GCF_902362705.1, s__Alistipes sp002358415, 95.0, 80.54, 0.44; GCA_900544265.1, s__Alistipes sp900544265, 95.0, 80.52, 0.46; GCF_000210575.1, s__Alistipes shahii, 95.0, 80.48, 0.49; GCA_900541585.1, s__Alistipes sp900541585, 95.0, 80.37, 0.5; GCF_006542685.1, s__Alistipes dispar, 95.0, 80.25, 0.48; GCF_900083545.1, s__Alistipes provencensis, 95.0, 80.25, 0.54; GCF_000265365.1, s__Alistipes finegoldii, 95.0, 80.11, 0.5; GCF_900107675.1, s__Alistipes timonensis, 95.0, 80.0, 0.5; GCA_001941065.1, s__Alistipes sp001941065, 95.0, 79.99, 0.5; GCF_002161445.1, s__Alistipes sp002161445, 95.0, 79.84, 0.44; GCF_000374505.1, s__Alistipes onderdonkii, 95.0, 79.8, 0.48; GCA_009774895.1, s__Alistipes sp009774895, 95.0, 79.78, 0.53; GCA_000434235.1, s__Alistipes sp000434235, 95.0, 79.65, 0.42; GCF_900021155.1, s__Alistipes sp900021155, 95.0, 79.62, 0.39; GCF_900604385.1, s__Alistipes megaguti, 95.0, 79.57, 0.44; GCA_902388705.1, s__Alistipes sp902388705, 95.0, 79.5, 0.45; GCA_900549305.1, s__Alistipes sp900549305, 95.0, 79.42, 0.35; GCA_002428825.1, s__Alistipes sp002428825, 95.0, 79.36, 0.44; GCF_900290115.1, s__Alistipes sp900290115, 95.0, 79.32, 0.42; GCA_900542505.1, s__Alistipes sp900542505, 95.0, 79.23, 0.41; GCA_900552955.1, s__Alistipes sp900552955, 95.0, 79.15, 0.39; GCF_006542665.1, s__Alistipes communis, 95.0, 79.08, 0.36; GCF_902363575.1, s__Alistipes sp902363575, 95.0, 78.83, 0.37; GCA_900550375.1, s__Alistipes sp900550375, 95.0, 78.47, 0.3; GCA_900760675.1, s__Alistipes sp900760675, 95.0, 78.17, 0.32; GCF_000154465.1, s__Alistipes putredinis, 95.0, 78.07, 0.24; GCA_003979135.1, s__Alistipes sp003979135, 95.0, 77.74, 0.31; GCA_900546065.1, s__Alistipes sp900546065, 95.0, 77.32, 0.2; GCA_002362235.1, s__Alistipes sp002362235, 95.0, 77.16, 0.22; GCA_900550925.1, s__Alistipes sp900550925, 95.0, 77.09, 0.13; GCA_900761235.1, s__Alistipes sp900761235, 95.0, 76.87, 0.15; GCA_900548155.1, s__Alistipes sp900548155, 95.0, 76.68, 0.18; GCA_900769445.1, s__Alistipes sp900769445, 95.0, 76.38, 0.03; GCA_900770585.1, s__Alistipes sp900770585, 95.0, 76.34, 0.09; GCA_002293345.1, s__Alistipes sp002293345, 95.0, 76.3, 0.13; GCA_900769745.1, s__Alistipes sp900769745, 95.0, 76.24, 0.04; GCA_900769405.1, s__Alistipes sp900769405, 95.0, 76.21, 0.11; GCA_900768015.1, s__Alistipes sp900768015, 95.0, 76.11, 0.05; GCA_900770635.1, s__Alistipes sp900770635, 95.0, 75.96, 0.05; GCA_900769525.1, s__Alistipes sp900769525, 95.0, 75.64, 0.05; GCA_900768045.1, s__Alistipes sp900768045, 95.0, 75.53, 0.03; GCA_900766655.1, s__Alistipes sp900766655, 95.0, 75.51, 0.03"	83.36	11	0.975451297	N/A
Sa_bin.78.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Catenibacillus;s__	N/A	N/A	N/A	N/A	N/A	GCF_902363555.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Catenibacillus;s__Catenibacillus sp902363555	80.04	0.52	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Catenibacillus;s__	taxonomic classification defined by topology and ANI	N/A	"GCF_014202115.1, s__Catenibacillus scindens, 95.0, 77.55, 0.15; GCA_900553975.1, s__Catenibacillus sp900553975, 95.0, 76.77, 0.14; GCA_900557175.1, s__Catenibacillus sp900557175, 95.0, 76.31, 0.08"	75.64	11	0.967628762	N/A
Sa_bin.8.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	N/A	N/A	N/A	N/A	N/A	GCA_900543295.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__UBA866 sp900543295	76.32	0.07	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	taxonomic classification defined by topology and ANI	N/A	"GCA_002295325.1, s__UBA866 sp002295325, 95.0, 75.64, 0.01"	92.24	11	0.918579898	N/A
Sa_bin.80.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	93.53	11	0.826963559	N/A
